iter	Passed	Remaining
1668	37500	18671
1669	37527	18651
1670	37553	18630
1671	37579	18609
1672	37606	18589
1673	37628	18567
1674	37654	18546
1675	37678	18524
1676	37699	18501
1677	37720	18478
1678	37739	18453
1679	37760	18430
1680	37784	18408
1681	37805	18385
1682	37827	18363
1683	37849	18340
1684	37874	18318
1685	37900	18298
1686	37922	18275
1687	37944	18252
1688	37967	18230
1689	37988	18207
1690	38011	18185
1691	38031	18161
1692	38055	18139
1693	38078	18117
1694	38101	18095
1695	38129	18075
1696	38152	18053
1697	38182	18034
1698	38204	18011
1699	38227	17989
1700	38255	17969
1701	38284	17949
1702	38309	17928
1703	38334	17907
1704	38358	17885
1705	38383	17864
1706	38407	17842
1707	38430	17820
1708	38453	17797
1709	38478	17776
1710	38500	17753
1711	38526	17732
1712	38553	17712
1713	38579	17691
1714	38604	17670
1715	38625	17647
1716	38647	17624
1717	38670	17601
1718	38691	17578
1719	38712	17555
1720	38734	17532
1721	38760	17512
1722	38784	17490
1723	38809	17468
1724	38829	17445
1725	38852	17422
1726	38876	17401
1727	38903	17380
1728	38924	17357
1729	38945	17334
1730	38971	17313
1731	38991	17289
1732	39013	17266
1733	39034	17243
1734	39057	17221
1735	39079	17198
1736	39099	17174
1737	39122	17152
1738	39146	17130
1739	39167	17107
1740	39189	17085
1741	39213	17063
1742	39236	17040
1743	39258	17018
1744	39280	16995
1745	39302	16972
1746	39326	16950
1747	39348	16927
1748	39369	16904
1749	39392	16882
1750	39412	16859
1751	39438	16837
1752	39460	16814
1753	39483	16792
1754	39507	16771
1755	39531	16748
1756	39553	16726
1757	39574	16703
1758	39598	16681
1759	39620	16658
1760	39643	16636
1761	39666	16613
1762	39688	16591
1763	39709	16567
1764	39733	16546
1765	39755	16523
1766	39777	16500
1767	39800	16478
1768	39824	16456
1769	39845	16433
1770	39867	16410
1771	39887	16387
1772	39911	16365
1773	39934	16342
1774	39957	16320
1775	39981	16298
1776	40003	16276
1777	40026	16253
1778	40049	16231
1779	40070	16208
1780	40090	16184
1781	40112	16162
1782	40133	16138
1783	40154	16115
1784	40177	16093
1785	40198	16070
1786	40222	16048
1787	40245	16026
1788	40269	16004
1789	40289	15980
1790	40309	15957
1791	40333	15935
1792	40354	15912
1793	40374	15888
1794	40398	15866
1795	40421	15844
1796	40443	15821
1797	40467	15799
1798	40494	15779
1799	40518	15757
1800	40542	15735
1801	40565	15713
1802	40590	15691
1803	40614	15669
1804	40640	15648
1805	40663	15625
1806	40688	15604
1807	40709	15581
1808	40737	15560
1809	40758	15537
1810	40778	15514
1811	40804	15493
1812	40827	15470
1813	40851	15448
1814	40872	15425
1815	40894	15403
1816	40916	15380
1817	40940	15358
1818	40965	15336
1819	40989	15314
1820	41014	15293
1821	41038	15271
1822	41062	15249
1823	41083	15226
1824	41105	15203
1825	41130	15181
1826	41156	15160
1827	41178	15137
1828	41201	15115
1829	41227	15094
1830	41252	15072
1831	41275	15050
1832	41298	15028
1833	41320	15005
1834	41340	14981
1835	41360	14958
1836	41382	14935
1837	41405	14913
1838	41426	14890
1839	41449	14867
1840	41478	14847
1841	41503	14825
1842	41525	14803
1843	41550	14781
1844	41572	14758
1845	41599	14737
1846	41623	14715
1847	41645	14693
1848	41666	14669
1849	41688	14647
1850	41710	14624
1851	41733	14602
1852	41755	14579
1853	41778	14557
1854	41802	14535
1855	41823	14512
1856	41846	14489
1857	41867	14466
1858	41891	14444
1859	41915	14422
1860	41936	14399
1861	41958	14376
1862	41982	14354
1863	42002	14331
1864	42026	14309
1865	42048	14286
1866	42070	14263
1867	42097	14242
1868	42125	14221
1869	42147	14199
1870	42168	14176
1871	42195	14155
1872	42219	14133
1873	42240	14110
1874	42261	14087
1875	42283	14064
1876	42309	14043
1877	42331	14020
1878	42351	13997
1879	42373	13974
1880	42395	13951
1881	42421	13930
1882	42444	13907
1883	42466	13885
1884	42488	13862
1885	42512	13840
1886	42534	13817
1887	42559	13795
1888	42581	13772
1889	42603	13750
1890	42626	13728
1891	42648	13705
1892	42672	13683
1893	42695	13660
1894	42718	13638
1895	42741	13615
1896	42762	13592
1897	42785	13570
1898	42808	13548
1899	42830	13525
1900	42853	13503
1901	42875	13480
1902	42902	13459
1903	42926	13437
1904	42946	13413
1905	42969	13391
1906	42991	13368
1907	43014	13346
1908	43034	13322
1909	43056	13300
1910	43079	13277
1911	43101	13254
1912	43121	13231
1913	43141	13208
1914	43164	13186
1915	43186	13163
1916	43206	13139
1917	43226	13116
1918	43246	13093
1919	43267	13070
1920	43288	13047
1921	43311	13025
1922	43338	13003
1923	43360	12981
1924	43382	12958
1925	43402	12935
1926	43427	12913
1927	43451	12891
1928	43473	12868
1929	43496	12846
1930	43519	12823
1931	43541	12801
1932	43563	12778
1933	43586	12755
1934	43608	12733
1935	43628	12709
1936	43647	12686
1937	43672	12664
1938	43693	12641
1939	43713	12618
1940	43735	12595
1941	43758	12573
1942	43782	12551
1943	43806	12529
1944	43828	12506
1945	43850	12483
1946	43871	12460
1947	43894	12438
1948	43915	12415
1949	43941	12393
1950	43965	12371
1951	43987	12348
1952	44011	12326
1953	44032	12303
1954	44053	12280
1955	44076	12258
1956	44102	12236
1957	44122	12213
1958	44149	12192
1959	44174	12170
1960	44196	12147
1961	44216	12124
1962	44238	12101
1963	44260	12079
1964	44287	12057
1965	44310	12035
1966	44332	12012
1967	44355	11990
1968	44375	11967
1969	44397	11944
1970	44420	11922
1971	44446	11900
1972	44467	11877
1973	44489	11854
1974	44512	11832
1975	44533	11809
1976	44555	11786
1977	44577	11764
1978	44598	11741
1979	44620	11718
1980	44645	11696
1981	44668	11674
1982	44690	11651
1983	44712	11628
1984	44733	11605
1985	44757	11583
1986	44777	11560
1987	44799	11537
1988	44820	11514
1989	44841	11491
1990	44861	11468
1991	44882	11446
1992	44902	11422
1993	44925	11400
1994	44946	11377
1995	44967	11354
1996	44990	11332
1997	45012	11309
1998	45035	11287
1999	45058	11264
2000	45080	11241
2001	45101	11219
2002	45125	11196
2003	45156	11176
2004	45186	11155
2005	45211	11133
2006	45235	11111
2007	45260	11089
2008	45284	11067
2009	45306	11044
2010	45330	11022
2011	45352	11000
2012	45380	10978
2013	45409	10957
2014	45433	10935
2015	45456	10913
2016	45483	10891
2017	45505	10869
2018	45531	10847
2019	45556	10825
2020	45579	10802
2021	45602	10780
2022	45626	10758
2023	45652	10736
2024	45682	10715
2025	45707	10693
2026	45730	10671
2027	45753	10648
2028	45776	10626
2029	45800	10604
2030	45825	10581
2031	45850	10560
2032	45873	10537
2033	45898	10515
2034	45922	10493
2035	45947	10471
2036	45969	10448
2037	45993	10426
2038	46016	10404
2039	46039	10381
2040	46065	10359
2041	46089	10337
2042	46112	10314
2043	46136	10292
2044	46161	10270
2045	46183	10247
2046	46205	10225
2047	46229	10202
2048	46258	10181
2049	46279	10158
2050	46299	10135
2051	46321	10113
2052	46345	10090
2053	46369	10068
2054	46390	10045
2055	46417	10023
2056	46441	10001
2057	46464	9979
2058	46490	9957
2059	46517	9935
2060	46541	9913
2061	46565	9891
2062	46592	9869
2063	46618	9847
2064	46646	9826
2065	46671	9804
2066	46696	9782
2067	46721	9759
2068	46749	9738
2069	46772	9716
2070	46798	9694
2071	46823	9672
2072	46845	9649
2073	46869	9626
2074	46889	9603
2075	46911	9581
2076	46932	9558
2077	46954	9535
2078	46973	9512
2079	46996	9489
2080	47018	9466
2081	47040	9444
2082	47061	9421
2083	47082	9398
2084	47102	9375
2085	47123	9352
2086	47147	9330
2087	47167	9306
2088	47192	9284
2089	47213	9261
2090	47235	9239
2091	47260	9217
2092	47284	9194
2093	47309	9172
2094	47331	9150
2095	47356	9127
2096	47382	9105
2097	47408	9083
2098	47430	9061
2099	47456	9039
2100	47477	9016
2101	47500	8993
2102	47526	8971
2103	47549	8949
2104	47572	8926
2105	47593	8904
2106	47616	8881
2107	47638	8858
2108	47659	8835
2109	47682	8813
2110	47704	8790
2111	47728	8768
2112	47749	8745
2113	47773	8722
2114	47794	8700
2115	47817	8677
2116	47838	8654
2117	47859	8631
2118	47882	8609
2119	47904	8586
2120	47928	8564
2121	47949	8541
2122	47971	8518
2123	47994	8496
2124	48016	8473
2125	48037	8450
2126	48059	8427
2127	48081	8405
2128	48102	8382
2129	48129	8360
2130	48150	8337
2131	48174	8315
2132	48195	8292
2133	48219	8270
2134	48244	8247
2135	48266	8225
2136	48294	8203
2137	48318	8181
2138	48340	8158
2139	48365	8136
2140	48390	8114
2141	48414	8091
2142	48437	8069
2143	48461	8046
2144	48482	8023
2145	48505	8001
2146	48526	7978
2147	48547	7955
2148	48568	7932
2149	48590	7910
2150	48612	7887
2151	48632	7864
2152	48655	7841
2153	48677	7819
2154	48701	7796
2155	48721	7773
2156	48744	7751
2157	48767	7728
2158	48789	7705
2159	48813	7683
2160	48835	7660
2161	48861	7638
2162	48882	7615
2163	48903	7593
2164	48925	7570
2165	48950	7548
2166	48973	7525
2167	48994	7502
2168	49019	7480
2169	49043	7458
2170	49068	7435
2171	49090	7413
2172	49110	7390
2173	49133	7367
2174	49155	7345
2175	49179	7322
2176	49201	7300
2177	49226	7277
2178	49248	7255
2179	49272	7232
2180	49294	7209
2181	49319	7187
2182	49345	7165
2183	49368	7143
2184	49392	7120
2185	49413	7097
2186	49442	7076
2187	49465	7053
2188	49488	7031
2189	49510	7008
2190	49534	6985
2191	49556	6963
2192	49581	6941
2193	49602	6918
2194	49627	6895
2195	49650	6873
2196	49672	6850
2197	49693	6827
2198	49715	6805
2199	49738	6782
2200	49764	6760
2201	49785	6737
2202	49805	6714
2203	49826	6691
2204	49848	6669
2205	49870	6646
2206	49894	6623
2207	49914	6601
2208	49936	6578
2209	49958	6555
2210	49978	6532
2211	50001	6510
2212	50022	6487
2213	50043	6464
2214	50066	6442
2215	50087	6419
2216	50112	6396
2217	50135	6374
2218	50159	6351
2219	50183	6329
2220	50203	6306
2221	50223	6283
2222	50246	6260
2223	50269	6238
2224	50290	6215
2225	50313	6193
2226	50336	6170
2227	50361	6148
2228	50385	6125
2229	50410	6103
2230	50432	6080
2231	50455	6058
2232	50476	6035
2233	50498	6012
2234	50517	5989
2235	50539	5967
2236	50562	5944
2237	50582	5921
2238	50602	5898
2239	50629	5876
2240	50651	5854
2241	50673	5831
2242	50695	5808
2243	50716	5785
2244	50741	5763
2245	50761	5740
2246	50782	5717
2247	50803	5695
2248	50827	5672
2249	50849	5649
2250	50872	5627
2251	50895	5604
2252	50917	5582
2253	50940	5559
2254	50963	5537
2255	50984	5514
2256	51006	5491
2257	51030	5469
2258	51054	5446
2259	51075	5423
2260	51103	5401
2261	51125	5379
2262	51147	5356
2263	51168	5333
2264	51188	5310
2265	51209	5288
2266	51231	5265
2267	51253	5242
2268	51274	5220
2269	51299	5197
2270	51324	5175
2271	51348	5152
2272	51370	5130
2273	51392	5107
2274	51419	5085
2275	51439	5062
2276	51461	5039
2277	51482	5017
2278	51505	4994
2279	51529	4972
2280	51552	4949
2281	51575	4927
2282	51598	4904
2283	51619	4881
2284	51641	4859
2285	51665	4836
2286	51688	4813
2287	51709	4791
2288	51735	4768
2289	51757	4746
2290	51779	4723
2291	51801	4700
2292	51824	4678
2293	51849	4656
2294	51872	4633
2295	51894	4610
2296	51916	4588
2297	51939	4565
2298	51960	4542
2299	51982	4520
2300	52007	4497
2301	52029	4475
2302	52049	4452
2303	52075	4429
2304	52101	4407
2305	52124	4385
2306	52149	4362
2307	52169	4339
2308	52192	4317
2309	52215	4294
2310	52238	4272
2311	52261	4249
2312	52288	4227
2313	52314	4205
2314	52337	4182
2315	52357	4159
2316	52379	4137
2317	52402	4114
2318	52423	4091
2319	52449	4069
2320	52470	4046
2321	52493	4024
2322	52518	4001
2323	52538	3978
2324	52559	3956
2325	52582	3933
2326	52606	3911
2327	52629	3888
2328	52650	3865
2329	52673	3843
2330	52694	3820
2331	52719	3798
2332	52740	3775
2333	52763	3752
2334	52786	3730
2335	52809	3707
2336	52831	3684
2337	52854	3662
2338	52875	3639
2339	52901	3617
2340	52922	3594
2341	52941	3571
2342	52964	3549
2343	52985	3526
2344	53006	3503
2345	53030	3481
2346	53050	3458
2347	53073	3435
2348	53096	3413
2349	53117	3390
2350	53137	3367
2351	53162	3345
2352	53185	3322
2353	53207	3300
2354	53228	3277
2355	53250	3254
2356	53274	3232
2357	53295	3209
2358	53318	3186
2359	53339	3164
2360	53362	3141
2361	53391	3119
2362	53415	3096
2363	53434	3074
2364	53456	3051
2365	53478	3028
2366	53500	3006
2367	53523	2983
2368	53548	2961
2369	53571	2938
2370	53594	2915
2371	53616	2893
2372	53638	2870
2373	53660	2848
2374	53684	2825
2375	53707	2802
2376	53727	2780
2377	53750	2757
2378	53773	2735
2379	53797	2712
2380	53819	2689
2381	53841	2667
2382	53864	2644
2383	53886	2621
2384	53908	2599
2385	53930	2576
2386	53951	2554
2387	53975	2531
2388	53998	2508
2389	54019	2486
2390	54043	2463
2391	54068	2441
2392	54094	2418
2393	54113	2396
2394	54134	2373
2395	54159	2350
2396	54181	2328
2397	54203	2305
2398	54224	2282
2399	54248	2260
2400	54272	2237
2401	54293	2215
2402	54313	2192
2403	54337	2169
2404	54362	2147
2405	54385	2124
2406	54405	2102
2407	54427	2079
2408	54453	2056
2409	54474	2034
2410	54494	2011
2411	54518	1989
2412	54541	1966
2413	54566	1943
2414	54588	1921
2415	54608	1898
2416	54631	1876
2417	54654	1853
2418	54676	1830
2419	54697	1808
2420	54718	1785
2421	54743	1763
2422	54768	1740
2423	54790	1717
2424	54813	1695
2425	54836	1672
2426	54858	1650
2427	54881	1627
2428	54906	1604
2429	54927	1582
2430	54950	1559
2431	54972	1537
2432	54994	1514
2433	55017	1491
2434	55041	1469
2435	55064	1446
2436	55088	1424
2437	55109	1401
2438	55131	1378
2439	55153	1356
2440	55176	1333
2441	55196	1310
2442	55223	1288
2443	55244	1265
2444	55267	1243
2445	55289	1220
2446	55315	1198
2447	55336	1175
2448	55357	1152
2449	55379	1130
2450	55401	1107
2451	55424	1084
2452	55448	1062
2453	55469	1039
2454	55491	1017
2455	55512	994
2456	55534	971
2457	55558	949
2458	55580	926
2459	55602	904
2460	55627	881
2461	55654	859
2462	55677	836
2463	55701	813
2464	55725	791
2465	55746	768
2466	55768	745
2467	55790	723
2468	55812	700
2469	55834	678
2470	55857	655
2471	55879	632
2472	55902	610
2473	55924	587
2474	55947	565
2475	55972	542
2476	55995	519
2477	56021	497
2478	56043	474
2479	56064	452
2480	56089	429
2481	56114	406
2482	56136	384
2483	56157	361
2484	56177	339
2485	56204	316
2486	56230	293
2487	56256	271
2488	56279	248
2489	56302	226
2490	56326	203
2491	56348	180
2492	56368	158
2493	56393	135
2494	56412	113
2495	56435	90
2496	56457	67
2497	56479	45
2498	56502	22
2499	56526	0
